,filename,offset,length
0,crawl-data/CC-MAIN-2019-13/segments/1552912201455.20/warc/CC-MAIN-20190318152343-20190318174343-00450.warc.gz,531167729,118694
1,crawl-data/CC-MAIN-2019-13/segments/1552912202530.49/warc/CC-MAIN-20190321172751-20190321194751-00450.warc.gz,524119860,118857
2,crawl-data/CC-MAIN-2019-13/segments/1552912202640.37/warc/CC-MAIN-20190322074800-20190322100800-00450.warc.gz,536449714,118914
3,crawl-data/CC-MAIN-2019-13/segments/1552912202640.37/crawldiagnostics/CC-MAIN-20190322074800-20190322100800-00427.warc.gz,24632266,1028
4,crawl-data/CC-MAIN-2019-13/segments/1552912202723.74/warc/CC-MAIN-20190323040640-20190323062640-00450.warc.gz,540650411,118566
5,crawl-data/CC-MAIN-2019-13/segments/1552912203448.17/warc/CC-MAIN-20190324124545-20190324150545-00450.warc.gz,537532658,117802
6,crawl-data/CC-MAIN-2019-13/segments/1552912203842.71/warc/CC-MAIN-20190325072024-20190325094024-00450.warc.gz,520454689,117682
7,crawl-data/CC-MAIN-2019-13/segments/1552912204086.87/crawldiagnostics/CC-MAIN-20190325174034-20190325200034-00097.warc.gz,3322463,612
8,crawl-data/CC-MAIN-2019-13/segments/1552912204086.87/warc/CC-MAIN-20190325174034-20190325200034-00450.warc.gz,509232888,119110
9,crawl-data/CC-MAIN-2019-13/segments/1552912204768.52/warc/CC-MAIN-20190326014605-20190326040605-00450.warc.gz,531292078,118236
10,crawl-data/CC-MAIN-2019-13/segments/1552912204885.27/warc/CC-MAIN-20190326075019-20190326101019-00450.warc.gz,522423000,118303
11,crawl-data/CC-MAIN-2019-13/segments/1552912202723.74/warc/CC-MAIN-20190323040640-20190323062640-00015.warc.gz,520279098,117386
12,crawl-data/CC-MAIN-2019-13/segments/1552912205597.84/crawldiagnostics/CC-MAIN-20190326160044-20190326182044-00531.warc.gz,17396709,998
13,crawl-data/CC-MAIN-2019-13/segments/1552912201882.11/crawldiagnostics/CC-MAIN-20190319012213-20190319034213-00529.warc.gz,15944507,998
14,crawl-data/CC-MAIN-2019-13/segments/1552912202781.83/crawldiagnostics/CC-MAIN-20190323101107-20190323123107-00359.warc.gz,17109783,13369
15,crawl-data/CC-MAIN-2019-13/segments/1552912203168.70/crawldiagnostics/CC-MAIN-20190324022143-20190324044143-00021.warc.gz,16572725,1017
16,crawl-data/CC-MAIN-2019-13/segments/1552912203547.62/crawldiagnostics/CC-MAIN-20190325010547-20190325032547-00024.warc.gz,17349501,1001
17,crawl-data/CC-MAIN-2019-13/segments/1552912202161.73/crawldiagnostics/CC-MAIN-20190319224005-20190320010005-00475.warc.gz,17076219,1004
18,crawl-data/CC-MAIN-2019-13/segments/1552912202526.24/warc/CC-MAIN-20190321152638-20190321174638-00305.warc.gz,523241314,119931
19,crawl-data/CC-MAIN-2019-13/segments/1552912203547.62/warc/CC-MAIN-20190325010547-20190325032547-00372.warc.gz,521733820,129423
20,crawl-data/CC-MAIN-2019-13/segments/1552912202125.41/warc/CC-MAIN-20190319183735-20190319205735-00503.warc.gz,518909440,119999
21,crawl-data/CC-MAIN-2019-13/segments/1552912203865.15/warc/CC-MAIN-20190325092147-20190325114147-00113.warc.gz,519861884,118297
22,crawl-data/CC-MAIN-2019-13/segments/1552912202125.41/warc/CC-MAIN-20190319183735-20190319205735-00467.warc.gz,520456082,119650
23,crawl-data/CC-MAIN-2019-13/segments/1552912203168.70/warc/CC-MAIN-20190324022143-20190324044143-00192.warc.gz,505515193,122417
24,crawl-data/CC-MAIN-2019-13/segments/1552912207146.96/warc/CC-MAIN-20190327000624-20190327022624-00024.warc.gz,523239496,121167
25,crawl-data/CC-MAIN-2019-13/segments/1552912202689.76/warc/CC-MAIN-20190322200215-20190322222215-00174.warc.gz,516293240,119873
26,crawl-data/CC-MAIN-2019-13/segments/1552912202188.9/crawldiagnostics/CC-MAIN-20190320004046-20190320030046-00316.warc.gz,3260379,654
27,crawl-data/CC-MAIN-2019-13/segments/1552912202188.9/warc/CC-MAIN-20190320004046-20190320030046-00331.warc.gz,510808900,118719
28,crawl-data/CC-MAIN-2019-13/segments/1552912202450.64/warc/CC-MAIN-20190320170159-20190320192159-00331.warc.gz,533705935,118518
29,crawl-data/CC-MAIN-2019-13/segments/1552912201953.19/warc/CC-MAIN-20190319093341-20190319115341-00419.warc.gz,532206081,120798
30,crawl-data/CC-MAIN-2019-13/segments/1552912202526.24/warc/CC-MAIN-20190321152638-20190321174638-00238.warc.gz,530254712,121947
31,crawl-data/CC-MAIN-2019-13/segments/1552912203123.91/warc/CC-MAIN-20190324002035-20190324024035-00143.warc.gz,539765952,123502
32,crawl-data/CC-MAIN-2019-13/segments/1552912203438.69/warc/CC-MAIN-20190324103739-20190324125739-00154.warc.gz,519405933,119222
33,crawl-data/CC-MAIN-2019-13/segments/1552912204969.39/crawldiagnostics/CC-MAIN-20190326095131-20190326121131-00059.warc.gz,3572235,656
34,crawl-data/CC-MAIN-2019-13/segments/1552912204969.39/warc/CC-MAIN-20190326095131-20190326121131-00154.warc.gz,531094307,119224
35,crawl-data/CC-MAIN-2019-13/segments/1552912202450.86/warc/CC-MAIN-20190320190324-20190320212324-00495.warc.gz,523875029,116608
36,crawl-data/CC-MAIN-2019-13/segments/1552912202781.83/crawldiagnostics/CC-MAIN-20190323101107-20190323123107-00356.warc.gz,3506886,655
37,crawl-data/CC-MAIN-2019-13/segments/1552912202781.83/warc/CC-MAIN-20190323101107-20190323123107-00357.warc.gz,538953198,118882
38,crawl-data/CC-MAIN-2019-13/segments/1552912203021.14/warc/CC-MAIN-20190323201804-20190323223804-00541.warc.gz,519164166,116916
39,crawl-data/CC-MAIN-2019-13/segments/1552912204077.10/warc/CC-MAIN-20190325153323-20190325175323-00038.warc.gz,520735529,121504
40,crawl-data/CC-MAIN-2019-13/segments/1552912206016.98/warc/CC-MAIN-20190326200359-20190326222359-00061.warc.gz,525365227,118474
41,crawl-data/CC-MAIN-2019-13/segments/1552912207146.96/warc/CC-MAIN-20190327000624-20190327022624-00301.warc.gz,511671199,120354
42,crawl-data/CC-MAIN-2019-13/segments/1552912203462.50/warc/CC-MAIN-20190324145706-20190324171706-00361.warc.gz,516875037,119911
43,crawl-data/CC-MAIN-2019-13/segments/1552912202523.0/warc/CC-MAIN-20190321112407-20190321134407-00375.warc.gz,528723827,118363
44,crawl-data/CC-MAIN-2019-13/segments/1552912203462.50/warc/CC-MAIN-20190324145706-20190324171706-00467.warc.gz,501305890,117537
45,crawl-data/CC-MAIN-2019-13/segments/1552912201885.28/warc/CC-MAIN-20190319032352-20190319054352-00321.warc.gz,540198195,119682
46,crawl-data/CC-MAIN-2019-13/segments/1552912201672.12/warc/CC-MAIN-20190318191656-20190318213656-00279.warc.gz,546022405,121427
47,crawl-data/CC-MAIN-2019-13/segments/1552912202628.42/warc/CC-MAIN-20190322034516-20190322060516-00270.warc.gz,513875463,118158
48,crawl-data/CC-MAIN-2019-13/segments/1552912202924.93/warc/CC-MAIN-20190323181713-20190323203713-00156.warc.gz,519706910,125251
49,crawl-data/CC-MAIN-2019-13/segments/1552912202572.7/warc/CC-MAIN-20190321213516-20190321235516-00110.warc.gz,524638224,124002
50,crawl-data/CC-MAIN-2019-13/segments/1552912202889.30/crawldiagnostics/CC-MAIN-20190323161556-20190323183556-00132.warc.gz,16595234,1001
51,crawl-data/CC-MAIN-2019-13/segments/1552912203168.70/warc/CC-MAIN-20190324022143-20190324044143-00258.warc.gz,499141846,117812
52,crawl-data/CC-MAIN-2019-13/segments/1552912202471.4/warc/CC-MAIN-20190320210433-20190320232433-00522.warc.gz,525115643,118165
53,crawl-data/CC-MAIN-2019-13/segments/1552912203168.70/warc/CC-MAIN-20190324022143-20190324044143-00522.warc.gz,510391918,118175
54,crawl-data/CC-MAIN-2019-13/segments/1552912202474.26/warc/CC-MAIN-20190320230554-20190321012554-00214.warc.gz,539006003,117268
55,crawl-data/CC-MAIN-2019-13/segments/1552912201707.53/warc/CC-MAIN-20190318211849-20190318233849-00372.warc.gz,532756459,117612
56,crawl-data/CC-MAIN-2019-13/segments/1552912203947.59/warc/CC-MAIN-20190325112917-20190325134917-00044.warc.gz,509355163,128038
57,crawl-data/CC-MAIN-2019-13/segments/1552912202924.93/crawldiagnostics/CC-MAIN-20190323181713-20190323203713-00168.warc.gz,3688003,702
58,crawl-data/CC-MAIN-2019-13/segments/1552912202924.93/warc/CC-MAIN-20190323181713-20190323203713-00487.warc.gz,523381459,128051
59,crawl-data/CC-MAIN-2019-13/segments/1552912202589.68/warc/CC-MAIN-20190322014319-20190322040319-00285.warc.gz,532215706,118195
60,crawl-data/CC-MAIN-2019-13/segments/1552912205597.84/warc/CC-MAIN-20190326160044-20190326182044-00163.warc.gz,542001228,123781
61,crawl-data/CC-MAIN-2019-13/segments/1552912203123.91/warc/CC-MAIN-20190324002035-20190324024035-00353.warc.gz,534703741,119118
62,crawl-data/CC-MAIN-2019-13/segments/1552912203093.63/warc/CC-MAIN-20190323221914-20190324003914-00314.warc.gz,508731031,118390
63,crawl-data/CC-MAIN-2019-13/segments/1552912202723.74/warc/CC-MAIN-20190323040640-20190323062640-00067.warc.gz,525523055,118203
64,crawl-data/CC-MAIN-2019-13/segments/1552912204736.6/warc/CC-MAIN-20190325234449-20190326020449-00049.warc.gz,532899797,118892
65,crawl-data/CC-MAIN-2019-13/segments/1552912202326.46/warc/CC-MAIN-20190320105319-20190320131319-00555.warc.gz,517674280,118371
66,crawl-data/CC-MAIN-2019-13/segments/1552912202125.41/warc/CC-MAIN-20190319183735-20190319205735-00035.warc.gz,522184148,118655
67,crawl-data/CC-MAIN-2019-13/segments/1552912204969.39/warc/CC-MAIN-20190326095131-20190326121131-00454.warc.gz,528530997,116969
68,crawl-data/CC-MAIN-2019-13/segments/1552912203093.63/warc/CC-MAIN-20190323221914-20190324003914-00026.warc.gz,531433825,124528
