,count,pair,word,cooccurword,alphaword
12989,657.0,"(max,737)",737,max,737max
1289,506.0,"(mr,trump)",mr,trump,mrtrump
421,452.0,"(boe,max)",boe,max,boemax
5340,443.0,"(mr,said)",mr,said,mrsaid
20862,414.0,"(boe,737)",737,boe,737boe
4666,389.0,"(max,8)",8,max,8max
26635,313.0,"(new,york)",new,york,newyork
20691,302.0,"(airlin,ethiopian)",airlin,ethiopian,airlinethiopian
16943,289.0,"(boe,plane)",boe,plane,boeplane
12779,237.0,"(boe,crash)",boe,crash,boecrash
