,count,pair,word,cooccurword,alphaword
1942,1691.0,"(privaci,polici)",polici,privaci,policiprivaci
9275,1165.0,"(st,w)",st,w,stw
20673,1139.0,"(new,york)",new,york,newyork
5981,952.0,"(st,new)",new,st,newst
11617,920.0,"(right,reserv)",reserv,right,reservright
8970,918.0,"(st,35th)",35th,st,35thst
7735,916.0,"(new,w)",new,w,neww
8956,914.0,"(st,240)",240,st,240st
11597,914.0,"(right,newsday)",newsday,right,newsdayright
14165,913.0,"(ny,10001)",10001,ny,10001ny
